ZipCode,City,City,State,State,MedianPrice,MedianPrice,Latitude,Longitude,NearestStation,MetroDistanceMeters,DistanceToDC_Meters,Growth_1Y,Growth_3Y,Growth_5Y,Growth_10Y,Price_Volatility,Yelp_Restaurant_Count,Yelp_Avg_Rating,Yelp_Avg_Review_Count,Num_Thai,Num_Coffee,Num_FastFood,Num_Japanese,Num_Italian,Num_American,Num_Bars,Num_HighEnd_Price4,City,City,State,State,MedianPrice,MedianPrice,Livability_Score,Score_Transport,Score_Food,Score_Lifestyle
20640,Indian Head,Indian Head,MD,MD,337307.68458777067,337307.68458777067,38.5254351,-77.2137001,Franconia-Springfield,27046.55,44478.59,0.0507328256121954,0.156683463632955,0.4433786818573213,0.9053783192622772,0.0176968047054768,0,0.0,0.0,0,0,0,0,0,0,0,0,Indian Head,Indian Head,MD,MD,337307.68458777067,337307.68458777067,8.0,0.200499052821542,0.0,0.0
22719,Etlan,Etlan,VA,VA,469375.58077759616,469375.58077759616,38.5348895,-78.2812517,Washington Dulles International Airport,86083.9,115988.74,0.064406039625835,0.1372920014596979,0.5567782165768468,0.8969385959866485,0.0343104126546533,0,0.0,0.0,0,0,0,0,0,0,0,0,Etlan,Etlan,VA,VA,469375.58077759616,469375.58077759616,1.2,0.0304854153444586,0.0,0.0
22715,Brightwood,Brightwood,VA,VA,379428.6192957017,379428.6192957017,38.4106964,-78.1855991,Washington Dulles International Airport,88153.14,114201.64,0.0745084713736216,0.1466007359786487,0.5225962279256945,0.8928989967720278,0.0286285179119527,0,0.0,0.0,0,0,0,0,0,0,0,0,Brightwood,Brightwood,VA,VA,379428.6192957017,379428.6192957017,1.2,0.0287999575617399,0.0,0.0
22714,Brandy Station,Brandy Station,VA,VA,503216.7169689212,503216.7169689212,38.5196714,-77.8954186,Washington Dulles International Airport,62101.05,86232.26,0.078909597647622,0.1996639225924233,0.519512857080908,0.8823471767363026,0.0214253848063035,0,0.0,0.0,0,0,0,0,0,0,1,0,Brandy Station,Brandy Station,VA,VA,503216.7169689212,503216.7169689212,3.2,0.0797767294981387,0.0,0.0004504504504504
20710,Bladensburg,Bladensburg,MD,MD,320570.6171146726,320570.6171146726,38.9423683,-76.9259104,Cheverly,3013.86,10107.59,0.0231791049623235,0.0396061811251817,0.224927412674666,0.881252335541669,0.0201071340130041,64,3.34,118.6,4,17,10,3,3,12,9,0,Bladensburg,Bladensburg,MD,MD,320570.6171146726,320570.6171146726,39.4,0.5055461996715613,0.6164778293014161,0.023222460274699
20785,Greater Landover,Greater Landover,MD,MD,343249.59675787366,343249.59675787366,38.9182912,-76.8819478,Landover,1955.61,12839.79,0.0357220453808005,0.0538034632940955,0.2600657230693352,0.8790579207028063,0.0192058919773127,36,2.15,16.6,0,3,11,0,2,7,2,0,Greater Landover,Greater Landover,MD,MD,343249.59675787366,343249.59675787366,35.9,0.5384463464241449,0.4741314240318451,0.0060462406357928
22657,Strasburg,Strasburg,VA,VA,327242.8646650811,327242.8646650811,39.0026216,-78.3761115,Ashburn,76436.23,117144.2,0.0609264336027471,0.1914257680653484,0.514350377240768,0.8759497968799329,0.0196892472582653,6,3.98,138.3,0,4,0,0,0,2,0,0,Strasburg,Strasburg,VA,VA,327242.8646650811,327242.8646650811,16.2,0.0423921909756789,0.4812174936664721,0.0034161361027032
20784,Landover Hills,Landover Hills,MD,MD,373045.855733605,373045.855733605,38.9505468,-76.8917196,New Carrollton,1722.71,13150.45,0.0366084702170639,0.0583951107802329,0.2836338821809032,0.8700759311315579,0.0213075839737954,54,2.86,32.1,0,14,17,1,3,5,1,0,Landover Hills,Landover Hills,MD,MD,373045.855733605,373045.855733605,39.3,0.5504583650820414,0.564100140051577,0.0130957901853424
22701,Culpeper,Culpeper,VA,VA,425113.1393150459,425113.1393150459,38.4387767,-77.9962612,Washington Dulles International Airport,74615.73,98365.62,0.0535019041843789,0.1496416460901029,0.4953244568342609,0.8687237788038225,0.0218340090591365,2,0.0,0.0,0,0,0,0,0,0,0,0,Culpeper,Culpeper,VA,VA,425113.1393150459,425113.1393150459,4.9,0.0538591654201128,0.091922692031267,0.0
22734,Remington,Remington,VA,VA,420324.8868171633,420324.8868171633,38.5261852,-77.7945637,Washington Dulles International Airport,56431.97,78323.67,0.0741927959389297,0.1598018206347755,0.4505931636762267,0.8618346242112068,0.0206354130744638,4,3.0,35.8,0,2,1,0,2,1,0,0,Remington,Remington,VA,VA,420324.8868171633,420324.8868171633,15.1,0.0947019201722428,0.3746643097789149,0.0023969314267821
22712,Bealeton,Bealeton,VA,VA,473952.6164370637,473952.6164370637,38.5640083,-77.7572465,Washington Dulles International Airport,51147.47,73361.94,0.0718818661686193,0.1583447648236683,0.4371983430725001,0.861266736141339,0.0206778552309934,2,2.35,6.0,0,1,0,0,0,0,0,0,Bealeton,Bealeton,VA,VA,473952.6164370637,473952.6164370637,12.8,0.1083231004888537,0.279922692031267,0.0006818181818181
22732,Aroda,Aroda,VA,VA,356292.9694131261,356292.9694131261,38.3146304,-78.189884,Washington Dulles International Airport,96089.87,120012.38,0.0834302635658733,0.1699935915326829,0.5413452701035246,0.8562150395477693,0.0276429922421375,0,0.0,0.0,0,0,0,0,0,0,0,0,Aroda,Aroda,VA,VA,356292.9694131261,356292.9694131261,0.7,0.0172540438663088,0.0,0.0
20737,East Riverdale,East Riverdale,MD,MD,396955.6665391873,396955.6665391873,38.9642651,-76.9135381,College Park-U of Md,2042.39,12328.52,0.0358229690795728,0.0721480198169618,0.2821428581145722,0.853856271669645,0.0205739041884253,26,2.33,14.4,0,7,4,0,1,2,2,0,East Riverdale,East Riverdale,MD,MD,396955.6665391873,396955.6665391873,35.5,0.5359950801068608,0.462168076093801,0.0067069232367739
20129,Waterford,Waterford,VA,VA,1191205.316187424,1191205.316187424,39.1720181,-77.6012544,Ashburn,20818.33,58111.96,0.0770394565880084,0.2323539909415619,0.6141452851791926,0.8537422977363222,0.0253979169680414,0,0.0,0.0,0,0,0,0,0,0,0,0,Waterford,Waterford,VA,VA,1191205.316187424,1191205.316187424,8.6,0.2141383220184734,0.0,0.0
22610,Bentonville,Bentonville,VA,VA,429851.2770676431,429851.2770676431,38.824656,-78.2791425,Ashburn,71040.45,108628.12,0.1068190345294184,0.2390443680089207,0.5387645721957661,0.8467890074848922,0.0284475467399846,0,0.0,0.0,0,0,0,0,0,0,0,0,Bentonville,Bentonville,VA,VA,429851.2770676431,429851.2770676431,2.2,0.0539041456030027,0.0,0.0
22726,Richardsville,Richardsville,VA,VA,425045.2733369236,425045.2733369236,38.4024576,-77.8206605,Washington Dulles International Airport,69506.67,88186.39,0.0561706393634796,0.1963490836015668,0.5164670744351751,0.8453756782712668,0.0247150176189916,0,0.0,0.0,0,0,0,0,0,0,0,0,Richardsville,Richardsville,VA,VA,425045.2733369236,425045.2733369236,2.7,0.0668625678575453,0.0,0.0
22727,Madison,Madison,VA,VA,383339.27390723256,383339.27390723256,38.4075939,-78.2952919,Washington Dulles International Airport,95512.84,122822.98,0.0681590509806406,0.1510102319558555,0.5049772421631716,0.8404894860323517,0.0279761389646934,0,0.0,0.0,0,0,0,0,0,0,0,0,Madison,Madison,VA,VA,383339.27390723256,383339.27390723256,0.7,0.0166973489351364,0.0,0.0
22551,Spotsylvania,Spotsylvania,VA,VA,428712.05433435366,428712.05433435366,38.1698379,-77.700023,Franconia-Springfield,80840.54,99884.33,0.0482566916642097,0.1646014264106107,0.4867462157051254,0.8345207397794996,0.0265740329480471,2,2.5,0.5,0,0,0,0,0,0,0,0,Spotsylvania,Spotsylvania,VA,VA,428712.05433435366,428712.05433435366,10.5,0.04470573862468,0.291922692031267,0.0
22709,Aroda,Aroda,VA,VA,399037.4813753332,399037.4813753332,38.3287309,-78.2137367,Washington Dulles International Airport,96345.91,120923.87,0.0852811214463877,0.1817924561275219,0.5270698793708601,0.8316948180473261,0.0300342518074926,0,0.0,0.0,0,0,0,0,0,0,0,0,Aroda,Aroda,VA,VA,399037.4813753332,399037.4813753332,0.7,0.0165885530672646,0.0,0.0
22724,Jeffersonton,Jeffersonton,VA,VA,617008.7392692438,617008.7392692438,38.6146452,-77.8939812,Washington Dulles International Airport,54149.68,81437.43,0.0736992730401737,0.1694669799332936,0.5195728084866623,0.8313347865312358,0.0210815396903866,0,0.0,0.0,0,0,0,0,0,0,0,0,Jeffersonton,Jeffersonton,VA,VA,617008.7392692438,617008.7392692438,3.9,0.0970167197466309,0.0,0.0
22738,Aroda,Aroda,VA,VA,399661.4690776115,399661.4690776115,38.2939307,-78.2809313,Washington Dulles International Airport,103197.57,127946.34,0.0836228972927623,0.1808899573304564,0.5222924006440842,0.8280232090577536,0.0311860891831723,1,0.0,0.0,0,0,0,0,0,0,0,0,Aroda,Aroda,VA,VA,399661.4690776115,399661.4690776115,2.0,0.0065218330057217,0.0579967614309122,0.0
22713,Boston,Boston,VA,VA,505536.3909460154,505536.3909460154,38.5607163,-78.1188163,Washington Dulles International Airport,72880.25,101786.96,0.064728124696727,0.1686872184405608,0.4833832809924301,0.8265738484925617,0.0247528196083612,0,0.0,0.0,0,0,0,0,0,0,0,0,Boston,Boston,VA,VA,505536.3909460154,505536.3909460154,2.2,0.0545657166687429,0.0,0.0
20722,Cottage City,Cottage City,MD,MD,372585.5181961592,372585.5181961592,38.9345578,-76.9506002,West Hyattsville,2812.9,7823.55,0.0238427786751742,0.0398087700696126,0.2204469690082268,0.8250427418848986,0.0236144788561124,72,3.42,62.0,0,20,12,0,7,12,9,0,Cottage City,Cottage City,MD,MD,372585.5181961592,372585.5181961592,40.7,0.525870163440257,0.6325897782405661,0.0242346197570078
20109,Manassas,Manassas,VA,VA,445157.0562950152,445157.0562950152,38.7936407,-77.5310242,Washington Dulles International Airport,19404.51,45082.55,0.0646986950912792,0.1888727242804141,0.4579634283909143,0.8234089265846409,0.0182165108975865,67,3.32,96.3,6,25,25,5,5,21,2,0,Manassas,Manassas,VA,VA,445157.0562950152,445157.0562950152,28.9,0.2344873851135422,0.6186531301235393,0.0306903278918204
20747,District Heights,District Heights,MD,MD,339580.5213052728,339580.5213052728,38.8549964,-76.8833074,Addison Road-Seat Pleasant,3637.38,13427.12,0.0262752603533686,0.0423018098502817,0.2626354004793833,0.8230530876901825,0.0188916255449259,64,2.95,32.0,1,11,22,1,8,7,2,0,District Heights,District Heights,MD,MD,339580.5213052728,339580.5213052728,36.8,0.4713668207308901,0.5852778293014161,0.0142562395920604
22620,Boyce,Boyce,VA,VA,532256.9059501566,532256.9059501566,39.0681889,-78.0322771,Ashburn,47224.44,88827.65,0.0758235556299377,0.1618774290616141,0.5134007415930455,0.8218532646951716,0.0266241270858364,2,4.35,59.0,0,2,1,0,0,1,1,0,Boyce,Boyce,VA,VA,532256.9059501566,532256.9059501566,17.5,0.1068591094418994,0.439922692031267,0.002158518501802
20745,Forest Heights,Forest Heights,MD,MD,360176.6383021365,360176.6383021365,38.8068092,-76.9958587,Southern Avenue,4193.5,10549.76,0.0299558884912945,0.0393003285912003,0.2525341993919637,0.8101845609332405,0.020487901582268,71,3.03,136.5,1,14,18,3,13,21,13,1,Forest Heights,Forest Heights,MD,MD,360176.6383021365,360176.6383021365,37.8,0.4688639719755603,0.6002356683552708,0.035897121941898
20158,Hamilton,Hamilton,VA,VA,910561.566057175,910561.566057175,39.1396576,-77.6579887,Ashburn,20729.88,60674.91,0.0713531117077942,0.1933246138159761,0.5298047692912156,0.8056075360237009,0.0242591874125919,2,3.6,160.5,0,2,1,0,1,2,1,0,Hamilton,Hamilton,VA,VA,910561.566057175,910561.566057175,20.0,0.2123722903837041,0.379922692031267,0.0028473818772326
22508,Locust Grove,Locust Grove,VA,VA,409703.02663258207,409703.02663258207,38.3131871,-77.7984717,Franconia-Springfield,74403.02,93348.79,0.0437438494934599,0.110817456930626,0.5061583893087876,0.7978654046761838,0.0274669771942854,3,4.17,41.0,0,0,0,0,2,0,0,0,Locust Grove,Locust Grove,VA,VA,409703.02663258207,409703.02663258207,15.8,0.0568387592213471,0.4495935228618246,0.0006888633754305
22407,Fredericksburg,Fredericksburg,VA,VA,445460.5438408351,445460.5438408351,38.2834738,-77.5756842,Franconia-Springfield,64289.91,83299.49,0.0550124986840493,0.1538855345177468,0.4976040427800658,0.7966567222028724,0.020080790033101,31,2.7,33.8,2,8,15,0,4,7,2,0,Fredericksburg,Fredericksburg,VA,VA,445460.5438408351,445460.5438408351,18.6,0.0779313073101555,0.5059838071545613,0.0108330582957448
20748,Temple Hills,Temple Hills,MD,MD,363233.2022498434,363233.2022498434,38.8149015,-76.9334361,Branch Ave,2283.43,12377.06,0.03688204291714,0.059593057967759,0.2818156934652261,0.7860324586196118,0.0213881777799704,21,2.05,28.4,1,5,6,1,3,3,0,0,Temple Hills,Temple Hills,MD,MD,363233.2022498434,363233.2022498434,33.8,0.5241477605732316,0.4226325917035742,0.006164544410813
21716,Brunswick,Brunswick,MD,MD,391332.03004108666,391332.03004108666,39.314453,-77.6200192,Ashburn,36118.82,68918.3,0.0446156572128662,0.1478345666293982,0.4237679622769879,0.7832810119709808,0.017712974166543,12,3.68,86.4,0,5,5,0,2,4,2,0,Brunswick,Brunswick,MD,MD,391332.03004108666,391332.03004108666,21.4,0.1478584230933493,0.5090135195225012,0.0063765819362834
20197,Waterford,Waterford,VA,VA,1251286.1276706185,1251286.1276706185,39.1954539,-77.6278178,Ashburn,24196.09,61432.44,0.0907103262106215,0.2182954859160218,0.6231319582055331,0.780257245989671,0.0274037386628628,1,5.0,6.0,0,1,0,0,0,0,0,0,Waterford,Waterford,VA,VA,1251286.1276706185,1251286.1276706185,21.6,0.1955890140054867,0.4579967614309123,0.0006818181818181
20712,Mount Rainier,Mount Rainier,MD,MD,451312.1165244553,451312.1165244553,38.9423613,-76.9645782,West Hyattsville,1470.99,7362.01,0.0184158784372885,0.0148117939069707,0.1891990653069404,0.7798846885260425,0.0228493183407826,90,3.37,75.8,0,23,17,1,10,15,8,0,Mount Rainier,Mount Rainier,MD,MD,451312.1165244553,451312.1165244553,44.1,0.5966588818165881,0.6470310131889733,0.0282406456660187
22728,Midland,Midland,VA,VA,570547.7302107328,570547.7302107328,38.5966202,-77.6752625,Washington Dulles International Airport,44526.3,65384.4,0.0718482043469146,0.1644381177321514,0.4309799778329979,0.7791733141614943,0.0243959217736322,0,0.0,0.0,0,0,0,0,0,0,0,0,Midland,Midland,VA,VA,570547.7302107328,570547.7302107328,5.1,0.1286988637931278,0.0,0.0
22733,Rapidan,Rapidan,VA,VA,365102.9797436912,365102.9797436912,38.3335882,-78.0457239,Washington Dulles International Airport,86486.11,108441.79,0.0616897107682162,0.1668680313069895,0.4905091716824538,0.7781126291663638,0.0284420018621465,0,0.0,0.0,0,0,0,0,0,0,0,0,Rapidan,Rapidan,VA,VA,365102.9797436912,365102.9797436912,1.3,0.0334448210176137,0.0,0.0
20132,Purcellville,Purcellville,VA,VA,863240.9769207643,863240.9769207643,39.1662433,-77.7193885,Ashburn,26591.0,66730.38,0.0804667839603408,0.1766859791419813,0.4936094867275321,0.775148555883102,0.0235092334707181,0,0.0,0.0,0,0,0,0,0,0,0,0,Purcellville,Purcellville,VA,VA,863240.9769207643,863240.9769207643,7.3,0.1814946469600213,0.0,0.0
20783,Langley Park,Langley Park,MD,MD,400810.4385979944,400810.4385979944,38.9997571,-76.9706976,Hyattsville Crossing,4034.19,12324.99,0.0288866261366833,0.0561252369386213,0.2207215315482338,0.7720252459286688,0.0206506008239005,26,2.72,15.7,1,9,6,1,2,4,2,0,Langley Park,Langley Park,MD,MD,400810.4385979944,400810.4385979944,33.7,0.4649422351811606,0.493368076093801,0.0097927180389866
22405,Fredericksburg,Fredericksburg,VA,VA,458130.8193346919,458130.8193346919,38.3134876,-77.4038475,Franconia-Springfield,54324.7,72764.82,0.0641166883673859,0.1603108913290643,0.4636636093499963,0.7709898951261354,0.0189028711642891,0,0.0,0.0,0,1,0,0,0,0,0,0,Fredericksburg,Fredericksburg,VA,VA,458130.8193346919,458130.8193346919,4.1,0.1024474879394441,0.0,0.0006818181818181
22720,Goldvein,Goldvein,VA,VA,601847.8001261661,601847.8001261661,38.4759478,-77.641881,Franconia-Springfield,52252.18,71018.41,0.0731998187422098,0.1464305693247108,0.4525201017551203,0.769524224186114,0.0234881598442048,0,0.0,0.0,0,0,0,0,0,0,0,0,Goldvein,Goldvein,VA,VA,601847.8001261661,601847.8001261661,4.3,0.1077543451215339,0.0,0.0
20105,Aldie,Aldie,VA,VA,1059592.4691371724,1059592.4691371724,38.9531257,-77.6027422,Ashburn,11226.64,50082.01,0.0906557352861034,0.1632624742246664,0.5485877906065594,0.7692946973770252,0.0289741942950948,0,0.0,0.0,0,0,0,0,0,0,0,0,Aldie,Aldie,VA,VA,1059592.4691371724,1059592.4691371724,11.4,0.2862494622167014,0.0,0.0
20602,Waldorf,Waldorf,MD,MD,384637.2522261107,384637.2522261107,38.5833937,-76.894551,Branch Ave,27130.16,36882.24,0.0357528224054203,0.0852472250981623,0.3717752823803539,0.7692399709834695,0.0190728775873948,14,1.27,4.7,1,2,0,0,2,1,0,0,Waldorf,Waldorf,MD,MD,384637.2522261107,384637.2522261107,18.3,0.2097694476761158,0.3281870018101819,0.0027413631144974
22408,Fredericksburg,Fredericksburg,VA,VA,431276.3781296558,431276.3781296558,38.2189398,-77.4440229,Franconia-Springfield,65389.72,83752.14,0.051774115032816,0.1535041158997299,0.4795587455884075,0.7675714042240069,0.0189983847519419,0,0.0,0.0,0,0,0,0,0,0,0,0,Fredericksburg,Fredericksburg,VA,VA,431276.3781296558,431276.3781296558,3.0,0.0758821441540593,0.0,0.0
22742,Sumerduck,Sumerduck,VA,VA,489448.608485834,489448.608485834,38.4663324,-77.7150723,Franconia-Springfield,57998.47,76569.31,0.0643303233399353,0.1585051865828375,0.4316536016835136,0.7674221762615158,0.0238463381259532,2,4.85,2.0,0,1,0,0,0,0,0,0,Sumerduck,Sumerduck,VA,VA,489448.608485834,489448.608485834,18.1,0.0930026120848961,0.479922692031267,0.0006818181818181
20106,Amissville,Amissville,VA,VA,562687.2437612497,562687.2437612497,38.6934138,-78.0025055,Washington Dulles International Airport,56190.22,87464.23,0.076237509359404,0.1797570433314425,0.5051931876561552,0.7614356916664986,0.0204628321555509,0,0.0,0.0,0,1,0,0,0,0,0,0,Amissville,Amissville,VA,VA,562687.2437612497,562687.2437612497,3.6,0.0894963346701545,0.0,0.0006818181818181
20781,Edmonston,Edmonston,MD,MD,434139.4890156525,434139.4890156525,38.9528597,-76.9462962,Hyattsville Crossing,1623.81,9320.78,0.0279291477212438,0.0614279331796331,0.2669635388473469,0.7564334623892952,0.0213052816531704,68,3.44,162.5,4,27,13,3,3,14,7,0,Edmonston,Edmonston,MD,MD,434139.4890156525,434139.4890156525,42.7,0.5742596575263443,0.6294746356146564,0.0298286045674105
20136,Bristow,Bristow,VA,VA,729348.4304127136,729348.4304127136,38.7383253,-77.554552,Washington Dulles International Airport,25876.59,48955.98,0.0749904987013903,0.1728574036483352,0.5119647011429023,0.7535255365792043,0.0231110800635041,21,3.11,83.7,4,8,8,2,4,3,0,0,Bristow,Bristow,VA,VA,729348.4304127136,729348.4304127136,23.5,0.2002045196004855,0.5074325917035742,0.0099321573948439
22193,Woodbridge,Woodbridge,VA,VA,499386.33864281,499386.33864281,38.643671,-77.3486306,Franconia-Springfield,20710.54,39671.69,0.0669376779539039,0.1498901539977474,0.4103914968297276,0.7525444411325192,0.0204406156489583,32,2.47,37.9,0,8,10,0,4,1,1,0,Woodbridge,Woodbridge,VA,VA,499386.33864281,499386.33864281,24.3,0.2342337235851639,0.490158522303929,0.0076271543435722
21780,Sabillasville,Sabillasville,MD,MD,381077.0642298406,381077.0642298406,39.6774173,-77.4655819,Shady Grove,67168.94,94460.98,0.0851051956564926,0.1476638816210159,0.4157495546925077,0.7503082840030587,0.0248157648831037,0,0.0,0.0,0,0,0,0,0,0,0,0,Sabillasville,Sabillasville,MD,MD,381077.0642298406,381077.0642298406,2.7,0.0669149409589446,0.0,0.0
20164,Sterling,Sterling,VA,VA,589406.2627276505,589406.2627276505,39.0132988,-77.3950669,Innovation Center,6098.26,34210.73,0.077947642272599,0.1848377833659611,0.414728962755551,0.7480811369178697,0.0207998367111412,37,3.25,96.8,1,19,8,4,6,10,7,0,Sterling,Sterling,VA,VA,589406.2627276505,589406.2627276505,32.4,0.3695036148190589,0.5643628000039083,0.0233407640497192
20746,Suitland-Silver Hill,Suitland-Silver Hill,MD,MD,334226.5144581968,334226.5144581968,38.8364025,-76.918265,Branch Ave,1173.15,11738.73,0.0204806226387208,0.0302727916643284,0.2286634641123369,0.746585445195835,0.0196654035778816,25,2.94,55.6,3,6,6,6,2,3,4,0,Suitland-Silver Hill,Suitland-Silver Hill,MD,MD,334226.5144581968,334226.5144581968,39.4,0.5963741945980282,0.5078102809534134,0.0107147545207246
20137,Broad Run,Broad Run,VA,VA,760907.1322135535,760907.1322135535,38.8067314,-77.7224633,Washington Dulles International Airport,28956.84,60984.04,0.0622147988158596,0.163022969355954,0.4800374824197987,0.7464571800782607,0.0275477052072113,0,0.0,0.0,0,0,0,0,0,0,0,0,Broad Run,Broad Run,VA,VA,760907.1322135535,760907.1322135535,7.1,0.1772054050146408,0.0,0.0
